"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"820","Color","Peter MacDonald",84,87,10,349,"Kurtwood Smith",13000,53715611,"Action","Sylvester Stallone","Rambo III",92106,14574,"Richard Crenna",1,171,"English","USA","R",6.3e+07,1988,1000,5.7,2.35,2000
"821","Color","George Clooney",186,114,0,110,"Malcolm Goodwin",142,31199215,"Comedy","Robert Baker","Leatherheads",27664,589,"Matt Bushell",8,120,"English","USA","PG-13",5.8e+07,2008,117,6,1.85,472
"823","Color","Marc Lawrence",133,103,30,727,"Kim Shaw",963,29580087,"Comedy","Michael Kelly","Did You Hear About the Morgans?",29523,3150,"Kevin Brown",2,121,"English","USA","PG-13",5.8e+07,2009,935,4.7,2.35,0
"824","Color","Shawn Levy",246,125,189,839,"Jessica Szohr",1000,44665963,"Comedy","Josh Gad","The Internship",159931,5081,"Rob Riggle",2,281,"English","USA","PG-13",5.8e+07,2013,847,6.3,2.35,22000
"825","Color","Paul W.S. Anderson",253,97,545,529,"Boris Kodjoe",14000,60128566,"Action","Milla Jovovich","Resident Evil: Afterlife",131447,16098,"Shawn Roberts",1,410,"English","Germany","R",6e+07,2010,1000,5.9,2.35,19000
"826","Color","Anthony Hemingway",144,125,143,519,"Nate Parker",1000,49875589,"Action","David Oyelowo","Red Tails",28807,4416,"Tristan Mack Wilds",0,273,"English","USA","PG-13",5.8e+07,2012,664,5.9,2.35,0
"828","Color","Taylor Hackford",117,136,138,9000,"Al Pacino",18000,60984028,"Drama","Keanu Reeves","The Devil's Advocate",259519,45271,"Charlize Theron",2,431,"English","USA","R",5.7e+07,1997,14000,7.5,2.35,11000
"829","Color","Sean Anders",157,116,51,622,"Leighton Meester",11000,36931089,"Comedy","Adam Sandler","That's My Boy",70681,16484,"Will Forte",2,198,"English","USA","R",7e+07,2012,3000,5.6,2.35,12000
"830","Color","Rob Cohen",60,103,357,40,"Brian Thompson",2000,51317350,"Action","Dennis Quaid","DragonHeart",78343,2710,"Terry O'Neill",0,139,"English","USA","PG-13",5.7e+07,1996,663,6.4,2.35,0
"831","Color","Brett Ratner",117,97,420,455,"Don Cheadle",4000,28328132,"Action","Salma Hayek","After the Sunset",38298,9814,"Chris Penn",2,147,"English","USA","PG-13",5.8e+07,2004,3000,6.3,2.35,782
"832","Color","Mark Neveldine",287,96,83,1000,"Spencer Wilding",12000,51774002,"Action","Nicolas Cage","Ghost Rider: Spirit of Vengeance",87745,16121,"Christopher Lambert",1,331,"English","USA","PG-13",5.7e+07,2011,1000,4.3,2.35,18000
"833","Color","John Madden",96,131,108,58,"Irene Papas",23000,25528495,"Drama","Christian Bale","Captain Corelli's Mandolin",28099,23325,"Mihalis Giannatos",2,220,"English","UK","R",5.7e+07,2001,243,5.9,2.35,0
"835","Color","Adam Shankman",125,95,163,650,"Brad Garrett",14000,113006880,"Action","Vin Diesel","The Pacifier",66308,16884,"Tate Donovan",0,225,"English","Canada","PG",5.6e+07,2005,799,5.5,2.35,0
"836","Color","Kevin Bray",117,86,10,348,"Ashley Scott",12000,45860039,"Action","Dwayne Johnson","Walking Tall",53118,14146,"Michael Bowen",1,221,"English","USA","PG-13",5.6e+07,2004,795,6.2,2.35,0
"837","Black and White","Robert Zemeckis",149,142,0,194,"Siobhan Fallon Hogan",15000,329691196,"Comedy","Tom Hanks","Forrest Gump",1251222,15700,"Sam Anderson",0,1398,"English","USA","PG-13",5.5e+07,1994,294,8.8,2.35,59000
"838","Color","Tim Hill",131,92,25,639,"Beth Riesgraf",1000,217326336,"Animation","Jesse McCartney","Alvin and the Chipmunks",57276,2847,"Matthew Gray Gubler",0,146,"English","USA","PG",6e+07,2007,718,5.2,1.85,0
"839","Color","Jay Roach",150,108,116,708,"Blythe Danner",22000,166225040,"Comedy","Robert De Niro","Meet the Parents",260442,24286,"Teri Polo",2,507,"English","USA","PG-13",5.5e+07,2000,713,7,1.85,0
"840","Color","Mike Gabriel",92,84,12,752,"Frank Welker",23000,141600000,"Adventure","Christian Bale","Pocahontas",119675,26754,"Irene Bedard",1,216,"English","USA","G",5.5e+07,1995,2000,6.6,1.78,0
"841","Color","Richard Donner",169,188,503,467,"Margot Kidder",10000,134218018,"Action","Marlon Brando","Superman",126357,12940,"Ned Beatty",0,497,"English","USA","PG",5.5e+07,1978,593,7.3,2.35,0
"842","Color","Tom Shadyac",57,95,293,744,"James Coburn",851,128769345,"Comedy","Jada Pinkett Smith","The Nutty Professor",86556,3155,"Dave Chappelle",1,99,"English","USA","PG-13",5.4e+07,1996,773,5.6,1.85,960
"843","Color","Andy Tennant",171,118,72,681,"Michael Rapaport",10000,177575142,"Comedy","Will Smith","Hitch",244840,13426,"Kevin Sussman",1,372,"English","USA","PG-13",7e+07,2005,975,6.6,2.35,0
"844","Color","Sam Weisman",53,92,39,458,"Abraham Benrubi",3000,105263257,"Action","Brendan Fraser","George of the Jungle",56168,4518,"Holland Taylor",0,103,"English","USA","PG",5.5e+07,1997,562,5.4,1.85,5000
"845","Color","Jesse Dylan",153,74,58,729,"Thomas Ian Nicholas",3000,104354205,"Comedy","Alyson Hannigan","American Wedding",162331,5713,"Fred Willard",3,332,"English","USA","R",5.5e+07,2003,864,6.3,2.35,0
"846","Color","Paul Greengrass",491,134,521,186,"Chris Mulkey",15000,107100855,"Biography","Tom Hanks","Captain Phillips",323353,16281,"Michael Chernus",0,527,"English","USA","PG-13",5.5e+07,2013,535,7.9,2.35,65000
"847","Color","Shawn Levy",247,101,189,7000,"James Franco",15000,98711404,"Comedy","Mila Kunis","Date Night",127571,39822,"Steve Carell",2,207,"English","USA","PG-13",5.5e+07,2010,11000,6.3,2.35,0
"848","Color","Brad Silberling",26,100,52,394,"Fred Rogers",795,100328194,"Comedy","Eric Idle","Casper",85903,2638,"Cathy Moriarty",0,92,"English","USA","PG",5e+07,1995,419,6,1.85,0
"849","Color","Antoine Fuqua",292,132,845,683,"Chloë Grace Moretz",18000,101530738,"Action","Denzel Washington","The Equalizer",229574,37605,"James Wilcox",0,436,"English","USA","R",5.5e+07,2014,17000,7.2,2.35,56000
"850","Color","Wayne Wang",114,105,61,708,"Frances Conroy",5000,93815117,"Comedy","Bob Hoskins","Maid in Manhattan",68417,7184,"Natasha Richardson",2,242,"English","USA","PG-13",5.5e+07,2002,827,5.1,2.35,0
"851","Color","Tony Scott",82,123,12000,665,"Viggo Mortensen",18000,91400000,"Action","Denzel Washington","Crimson Tide",81026,30132,"Ricky Schroder",0,194,"English","USA","R",5.3e+07,1995,10000,7.3,2.35,0
"852","Color","Gabriele Muccino",201,117,125,168,"Kurt Fuller",10000,162586036,"Biography","Will Smith","The Pursuit of Happyness",338383,11036,"James Karen",0,611,"English","USA","PG-13",5.5e+07,2006,617,8,2.35,32000
"853","Color","Robert Schwentke",231,98,124,354,"Michael Irby",931,89706988,"Drama","Erika Christensen","Flightplan",126746,2287,"Haley Ramm",1,600,"English","USA","PG-13",5.5e+07,2005,507,6.2,2.35,0
"854","Color","Barry Levinson",55,128,272,383,"Dylan Baker",2000,83000000,"Drama","Demi Moore","Disclosure",36587,3888,"Roma Maffia",0,95,"English","USA","R",5.5e+07,1994,812,6,2.35,0
"855","Color","Brad Silberling",110,114,52,539,"Andre Braugher",12000,78745923,"Drama","Nicolas Cage","City of Angels",94407,13905,"Colm Feore",1,322,"English","Germany","PG-13",5.5e+07,1998,702,6.7,2.35,0
"856","Black and White","Quentin Tarantino",354,111,16000,640,"Vivica A. Fox",926,70098138,"Action","David Carradine","Kill Bill: Vol. 1",735784,3983,"Chiaki Kuriyama",0,2105,"English","USA","R",3e+07,2003,890,8.1,2.35,13000
"857","Color","Frank Oz",140,85,0,490,"Adam Alexi-Malle",21000,66365290,"Comedy","Robert Downey Jr.","Bowfinger",56874,22458,"Jamie Kennedy",2,358,"English","USA","PG-13",5.5e+07,1999,860,6.4,1.37,0
"859","Black and White","Quentin Tarantino",304,137,16000,348,"Michael Parks",890,66207920,"Action","Vivica A. Fox","Kill Bill: Vol. 2",512749,1959,"Michael Bowen",0,935,"English","USA","R",3e+07,2004,387,8,2.35,0
"860","Color","Andrey Konchalovskiy",45,97,96,403,"Jack Palance",13000,63408614,"Action","Sylvester Stallone","Tango & Cash",75365,14432,"Brion James",1,149,"English","USA","R",5.5e+07,1989,549,6.3,2.35,0
"861","Color","Robert Zemeckis",49,104,0,812,"Meryl Streep",13000,58422650,"Comedy","Bruce Willis","Death Becomes Her",78974,25599,"Isabella Rossellini",3,173,"English","USA","PG-13",5.5e+07,1992,11000,6.4,1.85,8000
"862","Color","Tom Dey",146,110,9,95,"Jason Connery",485,56932305,"Action","Xander Berkeley","Shanghai Noon",96690,939,"Kate Luyben",2,293,"English","USA","PG-13",5.5e+07,2000,110,6.6,2.35,0
"863","Color","Stuart Baird",60,133,53,263,"Joe Morton",1000,68750000,"Action","Oliver Platt","Executive Decision",40858,2916,"J.T. Walsh",0,144,"English","USA","R",5.5e+07,1996,780,6.4,2.35,0
"864","Color","Mark Waters",189,94,70,497,"Ophelia Lovibond",1000,68218041,"Comedy","Madeline Carroll","Mr. Popper's Penguins",67191,2820,"Philip Baker Hall",1,108,"English","USA","PG",5.5e+07,2011,549,6,1.85,14000
"865","Color","Rob Minkoff",206,104,50,947,"Thomas McDonell",5000,25040293,"Action","Jet Li","The Forbidden Kingdom",88049,7247,"Michael Angarano",0,279,"English","USA","PG-13",5.5e+07,2008,962,6.6,2.35,0
"866","Color","Jimmy Hayward",118,91,39,562,"Carlos Ponce",1000,55747724,"Adventure","Amy Poehler","Free Birds",18042,3104,"Dan Fogler",1,73,"English","USA","PG",5.5e+07,2013,591,5.9,1.85,0
"867","Color","David Fincher",210,145,21000,243,"Holt McCallany",534,55473600,"Action","Charles S. Dutton","Alien 3",207686,1543,"Paul McGann",0,776,"English","USA","R",5e+07,1992,273,6.4,2.35,0
"868","Color","Alan Parker",76,135,317,34,"Jimmy Nail",57,49994804,"Biography","Andrea Corr","Evita",29205,164,"Peter Polycarpou",1,194,"English","USA","PG",5.5e+07,1996,40,6.3,2.35,0
"869","Color","John Frankenheimer",149,122,287,135,"Natascha McElhone",22000,41609593,"Action","Robert De Niro","Ronin",145422,24270,"Michael Lonsdale",2,572,"English","UK","R",5.5e+07,1998,2000,7.3,2.35,0
"870","Color","Stephen Hopkins",62,110,81,163,"Bernard Hill",1000,38553833,"Adventure","Tom Wilkinson","The Ghost and the Darkness",46239,1752,"Om Puri",0,155,"English","USA","R",5.5e+07,1996,416,6.8,2.35,0
"871","Color","Paul King",224,95,17,594,"Matt Lucas",838,76137505,"Animation","Julie Walters","Paddington",49207,3697,"Sally Hawkins",0,174,"English","UK","PG",5.5e+07,2014,722,7.2,2.35,30000
"872","Color","Akiva Schaffer",265,102,82,537,"Nicholas Braun",622,34350553,"Action","Will Forte","The Watch",104066,2488,"Rosemarie DeWitt",4,207,"English","USA","R",6.8e+07,2012,591,5.7,2.35,15000
"873","Color","William Friedkin",135,94,607,215,"Jenna Boyd",933,34238611,"Action","Connie Nielsen","The Hunted",35830,2248,"Rex Linn",1,321,"English","USA","R",5.5e+07,2003,518,6,1.85,0
"874","Color","Jon Turteltaub",100,126,226,241,"Maura Tierney",12000,34098563,"Drama","Anthony Hopkins","Instinct",27191,13406,"John Ashton",1,232,"English","USA","R",5.5e+07,1999,509,6.5,2.35,0
"875","Color","Bobby Farrelly",123,118,101,327,"Terence Bernie Hines",13000,33828318,"Comedy","Matt Damon","Stuck on You",44453,14036,"Seymour Cassel",2,154,"English","USA","PG-13",5.5e+07,2003,390,5.8,2.35,0
"876","Color","Kent Alterman",164,99,3,490,"Maura Tierney",8000,33472850,"Comedy","Will Ferrell","Semi-Pro",67005,10026,"Matt Walsh",3,119,"English","USA","R",5.5e+07,2008,509,5.8,2.35,0
"877","Color","Peter Lord",238,88,91,591,"Russell Tovey",4000,31051126,"Adventure","Salma Hayek","The Pirates! Band of Misfits",36877,6254,"Brian Blessed",0,101,"English","UK","PG",5.5e+07,2012,796,6.7,2.35,0
"878","Color","Clint Eastwood",264,141,16000,539,"Michael Kelly",11000,35707327,"Crime","Angelina Jolie Pitt","Changeling",199056,12840,"Colm Feore",0,387,"English","USA","R",5.5e+07,2008,963,7.8,2.35,14000
"879","Color","Andrew Davis",47,107,99,581,"Morgan Freeman",18000,20550712,"Action","Keanu Reeves","Chain Reaction",40346,31014,"Kevin Dunn",1,95,"English","USA","PG-13",5e+07,1996,11000,5.6,1.85,1000
"880","Color","Tony Scott",50,116,12000,552,"Kurt Fuller",22000,18573791,"Action","Robert De Niro","The Fan",38533,24618,"Ellen Barkin",3,89,"English","USA","R",5.5e+07,1996,617,5.8,2.35,0
"881","Black and White","Joel Schumacher",153,143,541,530,"Minnie Driver",18000,51225796,"Drama","Gerard Butler","The Phantom of the Opera",96654,20660,"Miranda Richardson",0,2047,"English","UK","PG-13",7e+07,2004,893,7.4,2.35,0
"882","Color","Shekhar Kapur",202,114,159,877,"Abbie Cornish",13000,16264475,"Biography","Eddie Redmayne","Elizabeth: The Golden Age",54787,16899,"Jordi Mollà",1,216,"English","UK","PG-13",5.5e+07,2007,2000,6.9,1.85,0
"883","Color","Karyn Kusama",178,93,45,352,"Sophie Okonedo",9000,25857987,"Action","Charlize Theron","Æon Flux",110614,10185,"Paterson Joseph",0,532,"English","USA","PG-13",6.2e+07,2005,460,5.5,2.35,0
"884","Color","Ron Maxwell",84,280,33,67,"Bruce Boxleitner",789,12870569,"Drama","Billy Campbell","Gods and Generals",13215,1671,"John Castle",0,497,"English","USA","PG-13",5.6e+07,2003,640,6.3,2.35,953
"885","Color","Robert Butler",44,100,0,745,"Lauren Holly",995,11466088,"Action","Hector Elizondo","Turbulence",8983,3952,"Jeffrey DeMunn",0,84,"English","USA","R",7.1e+07,1997,879,4.7,2.35,316
"886","Color","Karey Kirkpatrick",93,107,11,506,"Ronny Cox",939,16088610,"Comedy","Stephen Root","Imagine That",10417,3742,"Richard Schiff",2,39,"English","USA","PG",5.5e+07,2009,605,5.6,2.35,610
"887","Color","James Bobin",277,119,33,518,"Tina Fey",3000,51178893,"Adventure","Ty Burrell","Muppets Most Wanted",24285,6089,"Hugh Bonneville",4,110,"English","USA","PG",5e+07,2014,2000,6.4,1.85,10000
"888","Color","Jonathan Frakes",76,95,906,287,"Philip Winchester",956,6768055,"Action","Sophia Myles","Thunderbirds",11148,2260,"Brady Corbet",0,229,"English","UK","PG",5.7e+07,2004,579,4.2,1.85,437
"889","Color","Steve Antin",197,119,59,676,"Peter Gallagher",2000,39440655,"Drama","Eric Dane","Burlesque",61680,4315,"David Walton",1,222,"English","USA","PG-13",5.5e+07,2010,828,6.4,2.35,19000
"890","Color","Jean-Pierre Jeunet",186,133,0,46,"André Dussollier",226,6167817,"Drama","Denis Lavant","A Very Long Engagement",62607,405,"Albert Dupontel",1,239,"French","France","R",4.7e+07,2004,52,7.7,2.35,0
"893","Color","Guillermo del Toro",224,117,0,845,"Thomas Kretschmann",12000,81645152,"Action","Norman Reedus","Blade II",158267,15371,"Tony Curran",1,559,"English","USA","R",5.4e+07,2002,919,6.7,1.85,0
"894","Color","Gabriele Muccino",202,123,125,835,"Rosario Dawson",10000,69951824,"Drama","Will Smith","Seven Pounds",232710,14727,"Madison Pettis",1,599,"English","USA","PG-13",5.5e+07,2008,3000,7.7,2.35,26000
"895","Color","Walter Hill",279,92,394,565,"Jason Momoa",13000,9483821,"Action","Sylvester Stallone","Bullet to the Head",39247,25418,"Jon Seda",3,131,"English","USA","R",5.5e+07,2012,11000,5.7,1.85,10000
"896","Color","Francis Ford Coppola",110,170,0,889,"Joe Mantegna",14000,66676062,"Crime","Al Pacino","The Godfather: Part III",267980,16949,"Bridget Fonda",1,545,"English","USA","R",5.4e+07,1990,1000,7.6,1.85,0
"897","Color","Cameron Crowe",190,123,488,2000,"Kirsten Dunst",5000,26838389,"Comedy","Orlando Bloom","Elizabethtown",58658,12700,"Judy Greer",0,495,"English","USA","PG-13",5.7e+07,2005,4000,6.4,1.85,0
"898","Color","Anthony Russo",136,110,94,240,"Billy Gardell",277,75604320,"Comedy","Todd Stashwick","You, Me and Dupree",68417,847,"Amanda Detmer",1,195,"English","USA","PG-13",5.4e+07,2006,245,5.6,1.85,0
"899","Color","Richard Lester",121,116,44,420,"Ned Beatty",593,108200000,"Action","Margot Kidder","Superman II",76331,2908,"Jackie Cooper",4,269,"English","USA","PG",5.4e+07,1980,467,6.8,2.35,0
"900","Color","Martin Brest",131,121,102,43,"Lenny Venito",117,5660084,"Comedy","Todd Giebenhain","Gigli",41620,286,"David Backus",0,418,"English","USA","R",5.4e+07,2003,62,2.4,2.35,2000
"901","Black and White","Steven Zaillian",127,128,234,581,"Anthony Hopkins",14000,7221458,"Drama","Kate Winslet","All the King's Men",20740,27614,"Kevin Dunn",0,178,"English","Germany","PG-13",5.5e+07,2006,12000,6.2,1.85,0
"902","Color","John Singleton",160,99,309,577,"Vanessa Williams",23000,70327868,"Action","Christian Bale","Shaft",58416,26527,"Daniel von Bargen",0,301,"English","Germany","R",4.6e+07,2000,1000,5.9,2.35,0
"903","Color","Don Bluth",78,94,383,753,"Kelsey Grammer",4000,58297830,"Adventure","Kirsten Dunst","Anastasia",86347,6017,"Bernadette Peters",1,191,"English","USA","G",5e+07,1997,808,7.1,2.35,0
"904","Black and White","Baz Luhrmann",209,127,1000,653,"Kylie Minogue",1000,57386369,"Drama","Jim Broadbent","Moulin Rouge!",224013,2601,"Richard Roxburgh",1,2319,"English","USA","PG-13",52500000,2001,691,7.6,2.35,10000
"905","Color","Harold Becker",98,89,17,303,"Teri Polo",12000,45207112,"Crime","Steve Buscemi","Domestic Disturbance",21283,13390,"Matt O'Leary",1,190,"English","USA","PG-13",5.3e+07,2001,708,5.5,2.35,361
"906","Color","Scott Cooper",391,123,108,3000,"Benedict Cumberbatch",40000,62563543,"Biography","Johnny Depp","Black Mass",115216,63769,"Adam Scott",7,289,"English","USA","R",5.3e+07,2015,19000,7,2.35,44000
"907","Color","Clint Eastwood",279,135,16000,310,"Chris Bauer",23000,33574332,"Drama","Paul Walker","Flags of Our Fathers",101221,24468,"Tom McCarthy",0,415,"English","USA","R",9e+07,2006,638,7.1,2.35,0
"908","Color","F. Gary Gray",216,118,473,963,"Leslie Bibb",18000,73343413,"Crime","Gerard Butler","Law Abiding Citizen",217480,22517,"Michael Kelly",0,429,"English","USA","R",5e+07,2009,1000,7.4,2.35,21000
"909","Color","Robert Rodriguez",250,189,0,1000,"Rosario Dawson",16000,25031037,"Action","Quentin Tarantino","Grindhouse",155496,22186,"Zoë Bell",0,532,"English","USA","R",5.3e+07,2007,3000,7.6,2.35,0
"910","Color","Jonathan Demme",78,172,438,466,"Kimberly Elise",852,22843047,"Drama","Oprah Winfrey","Beloved",6082,2397,"Hill Harper",1,207,"English","USA","R",5.5e+07,1998,637,5.9,1.85,853
"911","Color","Curtis Hanson",106,124,161,681,"Robert Duvall",21000,5755286,"Drama","Robert Downey Jr.","Lucky You",18310,26334,"Kelvin Han Yee",1,63,"English","USA","PG-13",5.5e+07,2007,3000,5.9,2.35,672
"912","Color","Steven Spielberg",194,141,14000,3000,"Tom Hanks",29000,164435221,"Biography","Leonardo DiCaprio","Catch Me If You Can",525801,48153,"Jennifer Garner",0,667,"English","USA","PG-13",5.2e+07,2002,15000,8,1.85,15000
"913","Color","Kathryn Bigelow",558,157,0,304,"Harold Perrineau",1000,95720716,"Drama","Jennifer Ehle","Zero Dark Thirty",216032,2759,"Parker Sawyers",0,640,"English","USA","R",4e+07,2012,1000,7.4,1.85,39000
"914","Color","Peyton Reed",183,106,235,931,"John Michael Higgins",4000,118683135,"Comedy","Jon Favreau","The Break-Up",102167,8315,"Ann-Margret",1,483,"English","USA","PG-13",5.2e+07,2006,957,5.8,1.85,0
"915","Color","Phyllida Lloyd",238,108,58,838,"Meryl Streep",14000,143704210,"Comedy","Colin Firth","Mamma Mia!",145974,26002,"Julie Walters",1,611,"English","USA","PG-13",5.2e+07,2008,11000,6.3,2.35,10000
"916","Color","Garry Marshall",186,125,0,11000,"Taylor Lautner",14000,110476776,"Comedy","Bradley Cooper","Valentine's Day",95437,45696,"Anne Hathaway",12,211,"English","USA","PG-13",5.2e+07,2010,12000,5.7,1.85,9000
"917","Color","Jay Chandrasekhar",144,107,422,379,"Jessica Simpson",631,80270227,"Action","Alice Greczyn","The Dukes of Hazzard",66382,2297,"Michael Weston",5,612,"English","USA","PG-13",5e+07,2005,534,5.1,2.35,0
"918","Color","Terrence Malick",156,215,0,463,"Miranda Otto",648,36385763,"Drama","Nick Stahl","The Thin Red Line",138941,1937,"Dash Mihok",0,1448,"English","USA","R",5.2e+07,1998,568,7.6,2.35,0
"919","Color","David Dobkin",215,118,71,634,"Olivia Wilde",16000,37035845,"Comedy","Ryan Reynolds","The Change-Up",136680,28045,"Mircea Monroe",2,149,"English","USA","R",5.2e+07,2011,10000,6.4,2.35,13000
"920","Color","Milos Forman",140,118,869,21,"Gerry Becker",134,34580635,"Biography","Matt Price","Man on the Moon",100743,209,"Tom Dreesen",1,549,"English","UK","R",5.2e+07,1999,27,7.4,2.35,0
"921","Color","Martin Scorsese",133,178,17000,574,"Don Rickles",22000,42438300,"Biography","Robert De Niro","Casino",333542,24183,"Kevin Pollak",2,533,"English","USA","R",5.2e+07,1995,721,8.2,2.35,11000
